age,gender,location,province,education_level,employment_sector,income_quintile,has_national_id,has_proof_of_address,has_tin,has_employment_proof,kyc_doc_score,kyc_barrier_level,distance_to_branch_km,has_mobile_phone,has_internet,financially_excluded
34,Male,Urban,Bulawayo,Tertiary,Informal,4,0,1,0,1,2,Medium,0.4,1,1,0
58,Male,Rural,Masvingo,Secondary,Informal,2,1,1,1,0,3,Low,1.0,1,0,0
26,Female,Rural,Midlands,Primary,Informal,1,1,0,0,0,1,High,22.7,0,1,1
27,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,4.5,1,1,0
22,Female,Urban,Bulawayo,Tertiary,Informal,4,0,0,0,0,0,High,8.0,1,1,0
18,Male,Urban,Harare,Primary,Informal,2,1,1,0,0,2,Medium,1.6,0,1,1
42,Male,Rural,Matabeleland North,Secondary,Informal,1,0,1,0,1,2,Medium,5.9,1,0,1
40,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,1.0,1,1,0
55,Male,Urban,Harare,Secondary,Informal,5,1,1,0,1,3,Low,0.9,1,0,0
52,Male,Rural,Harare,None,Informal,2,0,0,0,0,0,High,2.9,0,1,1
71,Female,Rural,Matabeleland North,Secondary,Informal,3,1,1,0,0,2,Medium,8.8,0,0,0
36,Male,Rural,Matabeleland North,Secondary,Informal,2,0,1,0,1,2,Medium,37.0,1,1,1
34,Male,Rural,Matabeleland North,Primary,Informal,2,0,1,0,1,2,Medium,20.4,1,0,1
19,Female,Rural,Mashonaland West,Secondary,Unemployed,2,1,0,0,0,1,High,11.8,0,0,0
47,Female,Rural,Masvingo,Secondary,Unemployed,3,0,1,1,0,2,Medium,30.6,0,1,1
39,Male,Rural,Masvingo,Secondary,Unemployed,1,1,1,0,0,2,Medium,69.0,1,0,0
47,Male,Urban,Harare,Primary,Informal,4,1,1,0,0,2,Medium,2.6,1,0,0
22,Female,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,12.1,1,1,0
42,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,1.8,1,1,0
40,Male,Rural,Matabeleland South,Tertiary,Formal,3,0,1,1,1,3,Low,9.0,1,1,0
39,Female,Urban,Harare,Tertiary,Informal,3,1,1,0,1,3,Low,2.3,1,1,0
28,Female,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,5.6,1,1,0
54,Female,Rural,Midlands,Secondary,Unemployed,2,1,1,0,0,2,Medium,53.3,0,0,1
66,Male,Urban,Masvingo,Secondary,Formal,5,1,1,1,1,4,Low,7.6,0,1,0
22,Male,Urban,Harare,Primary,Formal,5,1,1,1,1,4,Low,0.5,1,1,0
48,Female,Rural,Midlands,Primary,Unemployed,1,1,1,0,0,2,Medium,16.7,0,1,1
18,Female,Rural,Manicaland,Primary,Informal,2,1,1,0,1,3,Low,1.8,1,0,1
47,Male,Urban,Mashonaland West,Secondary,Formal,5,1,1,1,1,4,Low,6.8,1,1,0
18,Female,Urban,Harare,Secondary,Informal,4,1,1,1,1,4,Low,9.5,0,1,0
30,Male,Urban,Harare,Secondary,Unemployed,3,0,1,1,0,2,Medium,2.3,1,1,1
19,Female,Rural,Midlands,Secondary,Informal,3,1,1,0,0,2,Medium,7.3,1,0,0
34,Female,Rural,Manicaland,Secondary,Informal,1,0,0,0,1,1,High,7.5,1,0,1
49,Male,Urban,Mashonaland West,Secondary,Formal,3,1,1,1,1,4,Low,4.0,1,1,1
18,Female,Rural,Mashonaland West,Secondary,Informal,2,1,0,0,1,2,Medium,13.0,1,1,1
32,Female,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,2.0,1,1,0
30,Male,Urban,Matabeleland South,Tertiary,Informal,5,0,1,0,0,1,High,0.3,1,1,0
60,Male,Rural,Masvingo,None,Informal,1,0,1,0,1,2,Medium,23.1,1,1,1
44,Female,Urban,Masvingo,Secondary,Unemployed,2,1,1,1,0,3,Low,2.8,0,1,0
21,Male,Urban,Masvingo,Secondary,Informal,5,1,1,0,1,3,Low,2.9,1,0,0
31,Male,Urban,Harare,Secondary,Informal,3,0,1,0,0,1,High,7.3,0,1,1
59,Male,Rural,Mashonaland Central,Secondary,Informal,2,1,1,0,1,3,Low,4.2,0,0,0
48,Female,Rural,Mashonaland East,Secondary,Informal,3,1,0,0,1,2,Medium,16.2,1,1,1
25,Male,Rural,Masvingo,Tertiary,Informal,3,1,0,0,1,2,Medium,17.1,1,0,1
34,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,1.1,1,1,0
34,Male,Urban,Harare,Secondary,Formal,4,1,1,1,1,4,Low,15.2,1,1,0
30,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,0,2,Medium,18.9,1,1,1
18,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,3.6,1,1,0
28,Male,Rural,Matabeleland North,Secondary,Informal,1,1,1,0,0,2,Medium,8.8,0,0,0
57,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,1,3,Low,13.4,1,1,0
32,Male,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,2.6,1,1,0
36,Female,Rural,Mashonaland Central,Secondary,Unemployed,2,1,0,0,0,1,High,10.3,1,0,1
39,Male,Urban,Harare,Primary,Informal,3,1,1,0,1,3,Low,0.1,1,1,0
69,Male,Urban,Bulawayo,Primary,Informal,2,1,1,0,0,2,Medium,4.5,1,0,0
38,Male,Rural,Manicaland,Tertiary,Formal,4,1,1,1,1,4,Low,8.2,1,1,0
53,Male,Urban,Mashonaland West,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.5,0,1,0
29,Male,Rural,Matabeleland South,Primary,Informal,3,1,1,1,0,3,Low,11.9,1,0,0
34,Female,Rural,Manicaland,Secondary,Informal,1,1,0,0,1,2,Medium,1.0,0,0,1
38,Male,Rural,Midlands,Primary,Informal,1,1,1,0,1,3,Low,16.2,0,0,0
27,Male,Rural,Midlands,None,Informal,1,1,1,0,0,2,Medium,30.0,1,1,1
35,Female,Urban,Harare,Secondary,Formal,4,1,1,0,1,3,Low,5.1,0,1,0
50,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,0,1,3,Low,2.1,1,1,0
26,Male,Rural,Mashonaland East,Secondary,Unemployed,1,1,1,0,0,2,Medium,42.5,0,0,1
38,Male,Rural,Matabeleland North,Secondary,Unemployed,1,1,0,0,0,1,High,11.5,0,1,0
47,Male,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,0.1,0,0,1
26,Female,Urban,Mashonaland East,Tertiary,Informal,5,0,1,1,1,3,Low,7.4,1,1,0
53,Male,Urban,Mashonaland West,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
39,Male,Urban,Midlands,Secondary,Informal,3,1,1,1,1,4,Low,0.2,0,1,0
35,Male,Rural,Midlands,Tertiary,Informal,2,0,1,0,0,1,High,5.6,1,0,0
18,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,3.6,1,1,0
32,Male,Rural,Matabeleland North,Primary,Unemployed,2,1,0,1,0,2,Medium,20.9,1,0,1
43,Male,Rural,Mashonaland East,Primary,Unemployed,1,0,0,1,0,1,High,47.0,0,1,1
62,Female,Rural,Manicaland,Secondary,Unemployed,1,0,1,0,0,1,High,52.1,0,1,1
45,Female,Urban,Harare,Primary,Informal,4,1,1,0,1,3,Low,4.6,1,1,0
53,Female,Urban,Matabeleland South,Secondary,Formal,5,1,1,0,1,3,Low,6.8,1,1,0
21,Female,Rural,Matabeleland North,Secondary,Unemployed,2,0,1,0,0,1,High,8.2,0,1,1
36,Male,Rural,Manicaland,Secondary,Informal,1,1,0,0,0,1,High,8.8,1,0,1
55,Female,Urban,Midlands,Secondary,Unemployed,3,1,1,1,0,3,Low,0.7,1,0,0
25,Female,Rural,Matabeleland South,Secondary,Formal,5,1,0,0,1,2,Medium,69.1,1,1,0
51,Female,Urban,Harare,Tertiary,Informal,4,0,1,0,1,2,Medium,0.3,0,1,1
48,Female,Rural,Mashonaland West,None,Informal,1,1,0,0,1,2,Medium,3.4,0,0,1
41,Male,Urban,Manicaland,Tertiary,Formal,5,1,1,1,0,3,Low,2.4,1,1,0
33,Male,Urban,Bulawayo,Primary,Formal,5,1,1,1,1,4,Low,3.2,0,1,0
24,Male,Urban,Bulawayo,Tertiary,Informal,5,1,1,1,0,3,Low,1.0,0,0,0
62,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.1,1,1,0
46,Male,Urban,Harare,Secondary,Unemployed,3,1,1,1,0,3,Low,4.1,1,1,0
42,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,0,3,Low,1.3,1,1,0
32,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,0.8,0,1,0
38,Female,Rural,Mashonaland East,Secondary,Informal,1,0,0,0,1,1,High,12.5,1,0,1
40,Female,Urban,Harare,None,Formal,4,1,1,1,1,4,Low,2.1,1,1,0
43,Female,Rural,Matabeleland North,None,Informal,2,1,1,1,0,3,Low,1.0,1,1,1
48,Male,Rural,Mashonaland West,Secondary,Unemployed,2,1,1,1,0,3,Low,16.8,0,1,1
27,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,3.0,0,1,1
18,Female,Urban,Harare,Secondary,Unemployed,3,1,1,1,0,3,Low,0.9,1,1,0
39,Female,Rural,Midlands,Primary,Informal,1,1,1,0,1,3,Low,19.8,0,1,1
18,Female,Rural,Mashonaland Central,Secondary,Informal,1,1,1,0,0,2,Medium,27.5,0,0,1
33,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.2,1,1,0
30,Male,Rural,Mashonaland Central,None,Informal,1,0,1,1,1,3,Low,39.9,1,0,1
44,Female,Urban,Manicaland,Secondary,Formal,5,1,1,1,1,4,Low,0.8,1,1,0
65,Female,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.7,1,1,0
18,Male,Rural,Mashonaland West,Tertiary,Informal,1,1,0,0,0,1,High,30.3,1,0,0
69,Male,Urban,Masvingo,Secondary,Formal,5,1,1,1,1,4,Low,2.0,1,0,0
34,Male,Rural,Matabeleland South,Primary,Informal,2,0,0,0,1,1,High,8.3,1,1,1
42,Male,Urban,Bulawayo,Tertiary,Informal,4,1,0,1,0,2,Medium,0.6,1,1,1
18,Female,Rural,Mashonaland West,Primary,Informal,1,0,1,1,0,2,Medium,13.8,0,0,1
51,Female,Urban,Matabeleland South,Tertiary,Formal,5,1,1,1,1,4,Low,1.3,1,1,0
38,Male,Urban,Matabeleland South,Secondary,Informal,3,1,1,0,0,2,Medium,6.0,1,1,1
37,Male,Urban,Manicaland,Tertiary,Formal,4,1,1,1,1,4,Low,2.4,1,1,0
18,Male,Urban,Mashonaland Central,Tertiary,Formal,5,1,1,1,1,4,Low,0.7,1,1,0
39,Male,Rural,Midlands,Secondary,Informal,3,1,1,0,1,3,Low,18.2,1,0,0
49,Female,Urban,Midlands,Primary,Formal,4,1,1,1,1,4,Low,5.7,1,1,0
34,Female,Urban,Harare,Tertiary,Informal,3,1,0,0,1,2,Medium,1.2,1,1,0
54,Female,Urban,Midlands,Tertiary,Informal,3,1,0,1,0,2,Medium,4.9,1,1,0
53,Male,Urban,Manicaland,Secondary,Informal,2,1,1,0,1,3,Low,5.4,0,0,0
29,Female,Rural,Masvingo,Secondary,Informal,3,0,1,0,0,1,High,10.8,1,1,1
60,Female,Urban,Harare,Secondary,Formal,5,0,1,1,1,3,Low,1.9,1,1,0
38,Male,Rural,Mashonaland East,Tertiary,Formal,4,1,1,1,1,4,Low,18.6,1,1,0
38,Female,Urban,Mashonaland East,Tertiary,Unemployed,3,1,1,0,0,2,Medium,4.0,1,0,0
39,Female,Rural,Matabeleland North,Secondary,Informal,2,0,0,0,1,1,High,50.9,1,1,1
38,Female,Urban,Harare,Secondary,Informal,4,1,1,0,1,3,Low,1.2,1,1,0
18,Male,Urban,Bulawayo,Secondary,Formal,4,1,1,1,1,4,Low,1.1,1,1,0
35,Male,Rural,Manicaland,Secondary,Unemployed,2,0,1,1,0,2,Medium,40.1,1,1,1
18,Male,Rural,Mashonaland West,Secondary,Informal,1,0,0,0,0,0,High,4.2,1,0,1
60,Male,Rural,Masvingo,Secondary,Formal,4,1,1,1,1,4,Low,6.2,1,0,0
60,Male,Urban,Bulawayo,Tertiary,Informal,3,1,1,1,1,4,Low,1.4,0,0,1
49,Female,Urban,Harare,Secondary,Informal,2,1,1,0,1,3,Low,0.4,1,1,0
34,Male,Rural,Manicaland,Primary,Informal,1,1,1,0,1,3,Low,8.3,1,1,0
23,Male,Urban,Harare,Tertiary,Unemployed,3,1,1,1,0,3,Low,10.7,1,1,0
28,Female,Rural,Masvingo,None,Unemployed,1,0,1,0,0,1,High,7.5,0,0,1
65,Female,Rural,Midlands,Tertiary,Informal,2,0,1,1,1,3,Low,2.9,1,0,0
28,Female,Rural,Matabeleland South,Tertiary,Unemployed,2,1,1,0,0,2,Medium,10.6,0,1,1
18,Female,Rural,Matabeleland South,Secondary,Unemployed,2,0,0,0,0,0,High,7.1,0,0,1
52,Male,Rural,Mashonaland East,Secondary,Informal,3,0,1,0,1,2,Medium,22.4,1,0,1
59,Male,Urban,Harare,Secondary,Informal,4,1,1,0,0,2,Medium,6.5,1,1,0
61,Female,Urban,Masvingo,Secondary,Informal,3,1,0,0,1,2,Medium,2.8,1,0,1
52,Male,Rural,Mashonaland West,Secondary,Informal,1,0,0,0,1,1,High,31.1,1,0,1
54,Male,Urban,Harare,Secondary,Informal,2,1,0,0,0,1,High,2.3,0,1,0
38,Male,Urban,Bulawayo,Tertiary,Informal,4,1,1,0,1,3,Low,2.0,1,1,0
18,Female,Urban,Bulawayo,Secondary,Unemployed,4,1,1,0,0,2,Medium,4.3,1,1,0
38,Male,Rural,Mashonaland East,Secondary,Informal,1,1,0,0,0,1,High,22.2,1,0,1
46,Female,Rural,Harare,Secondary,Informal,2,1,1,0,0,2,Medium,8.2,1,1,0
36,Male,Rural,Masvingo,Secondary,Informal,2,0,1,1,0,2,Medium,4.2,1,0,1
35,Female,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,10.4,1,0,0
24,Male,Urban,Harare,Secondary,Informal,4,1,0,0,1,2,Medium,0.1,1,1,0
23,Male,Urban,Mashonaland West,Tertiary,Formal,4,1,1,1,1,4,Low,3.6,1,1,0
63,Female,Urban,Midlands,Secondary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0
64,Female,Rural,Mashonaland East,Primary,Formal,4,1,1,0,1,3,Low,7.2,1,1,0
37,Male,Rural,Bulawayo,None,Informal,1,1,0,0,0,1,High,25.8,0,0,1
41,Male,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,3.6,1,1,0
24,Male,Urban,Harare,Secondary,Formal,5,1,1,0,1,3,Low,1.7,1,1,0
46,Male,Urban,Masvingo,Secondary,Unemployed,2,1,1,1,0,3,Low,0.3,0,1,0
62,Female,Rural,Matabeleland North,None,Informal,1,1,0,0,0,1,High,95.4,0,1,1
18,Male,Rural,Mashonaland West,None,Informal,1,1,0,0,0,1,High,19.0,1,0,1
44,Female,Urban,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,3.2,1,1,0
45,Male,Rural,Mashonaland East,Secondary,Informal,3,1,1,0,1,3,Low,57.8,1,0,0
45,Male,Urban,Bulawayo,Primary,Informal,3,1,1,1,1,4,Low,0.6,1,1,0
60,Male,Urban,Matabeleland North,Primary,Unemployed,4,1,1,0,0,2,Medium,2.3,1,1,0
66,Male,Rural,Mashonaland Central,Primary,Informal,2,0,0,0,1,1,High,6.6,0,1,1
34,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,2.8,0,1,0
47,Female,Urban,Masvingo,Tertiary,Formal,5,1,1,1,1,4,Low,0.5,1,1,0
39,Male,Rural,Mashonaland West,Secondary,Informal,2,1,1,0,0,2,Medium,45.1,1,0,0
29,Female,Urban,Harare,Secondary,Informal,4,1,1,1,0,3,Low,0.7,1,1,0
41,Male,Rural,Manicaland,Secondary,Informal,1,0,1,1,1,3,Low,1.0,1,1,1
47,Male,Urban,Harare,Secondary,Informal,3,1,0,1,0,2,Medium,0.9,0,1,1
41,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,1,1,4,Low,1.2,1,1,0
25,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,2.6,1,1,0
31,Female,Urban,Harare,Tertiary,Formal,4,0,1,1,1,3,Low,1.4,1,1,0
31,Female,Urban,Harare,Secondary,Informal,4,1,0,0,0,1,High,1.6,0,1,0
26,Female,Urban,Bulawayo,Secondary,Formal,5,1,1,1,1,4,Low,0.6,1,1,0
42,Female,Rural,Midlands,Secondary,Informal,1,1,1,0,1,3,Low,1.6,1,1,0
43,Male,Urban,Bulawayo,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.1,1,1,0
51,Male,Urban,Bulawayo,Secondary,Informal,4,1,1,0,0,2,Medium,2.5,1,1,0
25,Female,Urban,Mashonaland East,Secondary,Formal,3,1,1,1,1,4,Low,0.6,1,1,0
29,Male,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,11.3,1,1,0
59,Male,Urban,Harare,Secondary,Informal,5,1,1,0,0,2,Medium,0.5,1,1,0
35,Female,Rural,Manicaland,Secondary,Informal,1,1,1,1,1,4,Low,5.2,0,0,1
38,Female,Urban,Harare,Tertiary,Unemployed,4,1,1,0,0,2,Medium,1.6,1,1,0
35,Female,Rural,Midlands,Secondary,Informal,2,1,0,0,0,1,High,4.7,1,0,1
53,Male,Rural,Mashonaland East,Secondary,Informal,1,1,1,0,1,3,Low,14.5,1,0,0
54,Female,Urban,Mashonaland West,Secondary,Formal,5,1,1,1,1,4,Low,2.9,1,1,0
53,Male,Urban,Harare,Secondary,Unemployed,4,0,0,0,0,0,High,2.3,1,1,1
38,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,1,0,3,Low,0.9,0,1,0
25,Male,Rural,Mashonaland East,Primary,Unemployed,1,1,1,0,0,2,Medium,56.6,1,1,0
64,Female,Urban,Harare,Tertiary,Informal,4,1,1,0,1,3,Low,0.2,1,1,0
49,Female,Rural,Mashonaland East,Secondary,Unemployed,2,1,1,0,0,2,Medium,1.2,0,1,0
31,Female,Rural,Matabeleland North,Secondary,Informal,1,0,0,1,0,1,High,35.9,1,1,1
57,Male,Rural,Mashonaland West,Primary,Unemployed,1,1,1,0,0,2,Medium,30.4,1,0,0
30,Male,Urban,Mashonaland West,Secondary,Unemployed,2,1,1,0,0,2,Medium,0.3,1,0,0
57,Male,Rural,Midlands,Secondary,Unemployed,1,0,0,0,0,0,High,19.0,1,0,1
58,Female,Urban,Bulawayo,Secondary,Unemployed,4,1,1,1,0,3,Low,2.1,1,1,1
25,Male,Urban,Midlands,Primary,Informal,3,1,0,0,1,2,Medium,3.1,1,1,0
46,Male,Urban,Harare,Secondary,Informal,3,1,1,0,0,2,Medium,1.2,0,1,0
48,Female,Rural,Mashonaland East,Primary,Informal,1,1,0,0,1,2,Medium,100.1,1,0,1
74,Male,Rural,Mashonaland West,None,Unemployed,1,1,1,0,0,2,Medium,1.0,1,1,0
27,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,16.5,0,1,1
58,Male,Urban,Bulawayo,Tertiary,Informal,5,1,1,1,0,3,Low,1.8,1,1,0
38,Female,Rural,Masvingo,None,Informal,3,1,1,0,1,3,Low,6.1,1,1,1
20,Male,Urban,Masvingo,Secondary,Informal,2,1,1,0,0,2,Medium,12.3,1,1,0
36,Male,Urban,Harare,Secondary,Unemployed,4,1,1,0,0,2,Medium,0.8,0,0,0
38,Male,Rural,Matabeleland South,Secondary,Informal,3,1,1,1,1,4,Low,6.1,1,1,0
23,Male,Urban,Bulawayo,Secondary,Informal,2,1,1,1,1,4,Low,2.7,1,1,0
42,Female,Urban,Bulawayo,None,Unemployed,1,1,1,0,0,2,Medium,4.7,0,1,1
51,Male,Rural,Mashonaland East,None,Unemployed,1,1,0,0,0,1,High,8.9,1,0,1
41,Male,Urban,Harare,Secondary,Informal,5,1,1,0,1,3,Low,1.8,1,1,0
30,Female,Urban,Harare,Tertiary,Informal,5,0,1,0,0,1,High,2.9,1,1,0
35,Male,Urban,Mashonaland Central,Secondary,Informal,3,1,1,1,1,4,Low,0.1,1,0,0
37,Female,Urban,Bulawayo,Secondary,Informal,2,1,1,0,1,3,Low,4.9,1,1,0
41,Female,Rural,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,16.7,1,0,1
53,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,1,3,Low,8.8,0,0,0
41,Female,Urban,Bulawayo,Tertiary,Unemployed,4,1,1,1,0,3,Low,0.1,1,1,0
18,Male,Urban,Matabeleland South,Secondary,Unemployed,2,1,1,1,0,3,Low,1.5,0,1,0
30,Male,Urban,Bulawayo,Tertiary,Formal,5,1,1,1,0,3,Low,1.6,1,1,0
40,Male,Rural,Matabeleland North,Secondary,Unemployed,1,1,1,0,0,2,Medium,32.8,1,1,0
53,Female,Rural,Mashonaland West,Secondary,Informal,3,1,1,0,1,3,Low,3.2,1,1,1
56,Female,Rural,Matabeleland North,Secondary,Informal,2,0,0,0,0,0,High,1.1,1,0,1
62,Female,Urban,Harare,Secondary,Informal,5,1,1,1,0,3,Low,0.8,1,0,0
39,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,1.5,1,1,0
48,Male,Urban,Midlands,Tertiary,Formal,5,1,1,1,1,4,Low,2.1,1,1,0
18,Female,Rural,Matabeleland North,Secondary,Unemployed,2,1,1,0,0,2,Medium,13.9,1,0,1
44,Female,Urban,Bulawayo,Secondary,Informal,3,1,1,1,1,4,Low,5.5,1,0,0
22,Female,Rural,Mashonaland West,Secondary,Informal,1,1,0,0,0,1,High,2.0,1,1,1
37,Female,Rural,Matabeleland North,Primary,Informal,3,0,1,0,1,2,Medium,11.7,1,0,1
80,Female,Urban,Harare,Secondary,Informal,5,1,0,1,0,2,Medium,0.5,1,1,1
42,Male,Urban,Harare,Primary,Informal,3,1,0,0,1,2,Medium,9.3,1,1,1
25,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.3,1,0,0
43,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,5.6,1,1,0
30,Female,Urban,Harare,Primary,Informal,4,1,0,1,0,2,Medium,0.6,1,1,1
24,Male,Rural,Matabeleland South,Secondary,Informal,2,1,1,0,0,2,Medium,33.3,1,1,1
67,Female,Urban,Harare,Tertiary,Unemployed,3,1,1,0,0,2,Medium,1.6,0,1,0
52,Male,Urban,Mashonaland West,Primary,Informal,1,1,1,0,1,3,Low,4.7,1,0,0
42,Female,Rural,Midlands,Primary,Unemployed,2,0,0,0,0,0,High,3.4,1,0,0
32,Female,Rural,Mashonaland Central,Primary,Unemployed,2,0,0,0,0,0,High,30.7,1,0,1
33,Male,Urban,Manicaland,Tertiary,Formal,5,1,1,1,1,4,Low,6.6,1,1,0
59,Female,Rural,Mashonaland West,Secondary,Formal,4,1,1,1,0,3,Low,9.4,1,0,0
42,Male,Rural,Midlands,Primary,Informal,2,1,1,0,1,3,Low,7.1,0,0,0
18,Female,Rural,Mashonaland West,Primary,Unemployed,1,1,1,1,0,3,Low,11.0,1,0,0
71,Female,Rural,Mashonaland East,Secondary,Formal,4,1,1,1,1,4,Low,15.4,1,1,0
40,Male,Urban,Harare,Primary,Formal,4,1,1,1,1,4,Low,8.8,1,1,0
42,Female,Rural,Midlands,Secondary,Informal,2,0,1,0,0,1,High,19.0,0,0,0
53,Male,Urban,Harare,None,Unemployed,1,1,0,0,0,1,High,0.4,1,1,1
44,Female,Rural,Matabeleland South,Secondary,Formal,4,1,1,1,1,4,Low,8.5,0,1,0
48,Female,Rural,Mashonaland Central,Secondary,Informal,3,0,1,0,1,2,Medium,8.5,0,0,0
32,Male,Urban,Bulawayo,Tertiary,Formal,5,1,0,0,1,2,Medium,0.8,1,1,0
20,Female,Urban,Bulawayo,Secondary,Unemployed,3,1,1,0,0,2,Medium,3.3,1,0,0
41,Female,Rural,Manicaland,Secondary,Informal,3,0,1,0,0,1,High,4.7,1,0,0
58,Female,Rural,Manicaland,Secondary,Informal,4,1,1,1,0,3,Low,5.8,1,0,0
28,Female,Urban,Harare,Secondary,Unemployed,3,1,1,0,0,2,Medium,0.6,0,1,1
27,Male,Rural,Matabeleland South,Primary,Informal,2,1,0,1,1,3,Low,14.4,0,0,1
55,Female,Rural,Matabeleland North,None,Unemployed,2,1,0,0,0,1,High,50.0,1,0,1
31,Male,Urban,Harare,Secondary,Formal,5,1,1,1,1,4,Low,0.3,1,1,0
32,Male,Urban,Bulawayo,Secondary,Formal,3,1,1,1,1,4,Low,2.1,1,0,0
32,Female,Urban,Harare,Tertiary,Informal,3,1,1,1,1,4,Low,1.6,0,1,0
37,Male,Rural,Matabeleland North,Secondary,Informal,3,0,0,0,0,0,High,128.3,1,1,1
18,Female,Urban,Mashonaland East,Tertiary,Informal,4,1,1,0,1,3,Low,7.4,1,0,0
30,Male,Rural,Midlands,Tertiary,Informal,4,0,0,1,1,2,Medium,26.9,0,0,1
41,Female,Urban,Masvingo,Secondary,Formal,5,1,1,0,1,3,Low,1.4,1,1,0
41,Female,Rural,Mashonaland East,None,Unemployed,1,1,0,0,0,1,High,50.6,1,0,1
54,Male,Urban,Harare,Primary,Informal,2,1,1,0,1,3,Low,1.3,0,1,0
63,Male,Urban,Masvingo,Tertiary,Informal,4,1,1,1,1,4,Low,0.9,1,1,0
59,Male,Rural,Manicaland,Primary,Informal,1,1,0,0,0,1,High,18.5,1,1,1
50,Female,Urban,Harare,Tertiary,Unemployed,5,1,1,1,0,3,Low,1.3,0,1,0
35,Female,Urban,Harare,Primary,Informal,2,1,0,1,0,2,Medium,5.2,1,1,1
29,Male,Rural,Matabeleland South,Primary,Unemployed,2,1,1,1,0,3,Low,27.0,1,1,1
38,Female,Rural,Matabeleland North,Secondary,Unemployed,3,1,1,0,0,2,Medium,10.3,1,0,0
46,Male,Rural,Midlands,Secondary,Informal,3,1,0,0,0,1,High,60.7,1,0,0
49,Male,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,5.7,1,1,0
46,Male,Rural,Mashonaland East,None,Informal,1,1,0,0,1,2,Medium,1.0,0,0,1
36,Male,Rural,Mashonaland East,Primary,Informal,3,0,0,0,0,0,High,1.0,1,1,1
49,Female,Urban,Mashonaland East,Secondary,Unemployed,3,1,1,0,0,2,Medium,3.5,0,1,1
55,Female,Urban,Harare,Tertiary,Formal,5,1,1,1,1,4,Low,2.7,1,1,0
50,Female,Rural,Midlands,Primary,Informal,1,1,0,1,1,3,Low,20.1,0,0,1
37,Female,Urban,Bulawayo,Secondary,Informal,2,0,1,0,0,1,High,9.0,0,0,1
26,Male,Rural,Matabeleland South,Primary,Informal,1,0,1,0,0,1,High,4.0,1,0,1
25,Male,Rural,Matabeleland South,Secondary,Informal,2,0,0,0,1,1,High,14.5,1,0,1
28,Female,Rural,Mashonaland West,Primary,Unemployed,1,0,0,0,0,0,High,32.4,1,0,1
41,Female,Urban,Mashonaland Central,Tertiary,Informal,3,1,1,0,1,3,Low,0.2,0,1,0
45,Female,Urban,Harare,Primary,Unemployed,3,1,1,0,0,2,Medium,5.6,1,1,0
18,Female,Urban,Mashonaland East,Secondary,Informal,4,0,1,0,0,1,High,3.6,1,1,0
30,Female,Urban,Mashonaland West,Tertiary,Informal,4,1,1,1,1,4,Low,1.4,1,1,0
41,Female,Rural,Masvingo,Primary,Unemployed,1,1,1,0,0,2,Medium,5.1,1,0,0
